"Grab";"Bestattungsnummer";"Bestattungsbezeichnung";"Bestattungsbeschreibung";"Bestattungsmodus";"Bestattungsausrichtung";"Bestattungserhaltung";"Bestattungslage"
1243;1279;"28";;3;9;3;11
1244;1280;;;3;9;3;11
1245;1281;;"Leichenbrand";3;9;5;11
1246;1282;;"Leichenbrand";3;9;5;11
1247;1283;;;3;9;5;11
1248;1284;;;3;9;5;11
1249;1285;"Körperbestattung";"Körperbestattung, von der sich nur Beinknochen erhalten haben [danach ungefähr S-N-orientiert]";2;9;3;11
1265;1300;"2";;3;9;2;11
1266;1301;"3";"Leichenbrand, ""in N-S-Richtung ausgestreut""";3;1;2;11
1267;1303;"9";;2;9;5;11
1268;1304;;;3;9;5;11
1269;1305;"4";;3;9;5;11
1270;1306;"5";;3;9;5;11
1271;1307;"6";;3;9;5;11
1272;1308;"7";;3;9;5;11
1273;1309;"8";;3;9;5;11
1274;1310;;;3;9;5;11
1275;1311;;"Geringe Mengen Leichenbrand im Pflughorizont";3;9;4;11
1276;1312;;;3;9;3;11
1277;1313;;;3;9;3;11
1278;1314;;;3;9;3;11
1279;1315;"1";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1280;1316;"2";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1281;1317;"3";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1282;1318;"4";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1283;1319;"5";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1284;1320;"6";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1285;1321;"7";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1286;1322;"8";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1287;1323;"9";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1288;1324;"10";"Leichenbrand in Urne + in Grubenfüllung";3;9;5;11
1289;1325;"1";;3;9;5;11
1290;1326;"2";;3;9;5;11
1291;1327;"3";;3;9;5;11
1292;1328;;;3;9;3;11
1293;1330;;;3;9;5;11
1294;1329;;;3;9;5;11
1297;1331;;"Leichenbrand aus zerstörtem Grab";3;9;3;11
1298;1332;"1985/86";;3;9;3;11
1299;1333;"Grab 1986";;3;9;5;11
1300;1334;"1985/86";;3;9;2;9
1301;1335;"1985/86/1";;3;9;5;11
1344;1376;"Grab 1";"Leichenbrand ist verschollen; Konzentration im NO, etwas entfernt davon weiterer Leichenbrand";3;9;2;5
1345;1377;"Grab 2";"25-50 Jahre altes, männliches Individuum";3;9;2;1
1346;1378;"Grab 3";;3;9;3;11
1347;1379;"Grab 4";"Leichenbrand eines Kindes (2-3 Jahre)";3;9;3;11
1348;1380;"Grab 5";"Leichenbrand verschollen";3;9;3;11
1349;1381;"Grab 6";"Eher männliches Individuum (25-40 Jahre); Leichenbrand um Gefäße herum ausgestreut";3;9;1;11
1351;1382;"Grab 2";"Reste einer Körperbestattung";2;6;2;8
1352;1383;"Grab 3";"Sowohl Leichenbrand als auch Knochen; keine Untersuchung";1;9;3;11
1354;1384;"Brandbestattung";"Leichenbrand, über Kammer verstreut und in NW-Ecke offensichtlich konzentriert";3;9;3;9
1354;2929;"Körperbestattung";"Skelettreste (nach Tischer wegen geringen Armringdurchmessers wohl Kind)";2;9;3;11
1355;1386;"Grab 4";"Nicht untersuchter Leichenbrand";3;9;2;5
1356;1387;"Grab 5";"Leichenbrand in Gefäß + separater Packung";3;9;2;11
1357;1388;"Grab 6";"Leichenbrandpackung auf Grubenboden und Leichenbrandpartikel in Grubenfüllung";3;9;1;6
1358;1389;"Grab 8";"Leichenbrand";3;9;1;1
1359;1390;"Grab 9";"Leichenbrand";3;9;2;11
1360;1391;"Grab 7";"Kinderskelett mit Blick nach Westen [angeblich eher weiblich, aber wie festgestellt?]";2;14;2;1
1361;1392;"Grab 8";"juvenil-seniles Individuum";3;9;3;11
1362;1393;"Grab 9";"Nicht genauer bestimmbarer Leichenbrand (juvenil-senil)";3;9;3;1
1363;1394;"Grab 10";"Eher männliches Individum";3;9;3;11
1364;1395;"Grab 11";"Skelett stark fragmentiert, Kopf nach Südosten geneigt";2;6;2;1
1365;1396;"Grab 12";"Säuglingsskelett";2;9;3;11
1366;1397;"Grab 13";"Kindliches bis juveniles Individuum";3;9;3;11
1367;1398;"Grab 14";"Leichenbrand eines erwachsenen Individuums";3;9;3;11
1368;1399;"Grab 16";"Leichenbrand verschollen";3;9;4;11
1369;1400;"Grab 17";"Weibliches Individuum (30-40 Jahre) mit kariösen und unregelmäßig abgeschliffenen Zähnen mit Blick nach Südosten; laut Grabungsplan lag rechte Hand in Unterleibsgegend und linker Arm auf linker Beckenschaufel";2;6;2;1
1370;1401;"Grab 18";"Säugling (5-7 Monate), mit Blick nach N";2;6;3;11
1371;1402;"Grab 19";"Säugling (6 Monate) mit leicht angewinkelten Beinen [vermutlich, um ihn in Grabgrube hineinzubringen]";2;5;1;1
1372;1403;"Grab 20";"Säuglingsskelett (7-11 Monate)";2;14;2;1
1373;1404;"Grab 21";"Säuglingsskelett (ca. 6 Monate)";2;6;3;1
1374;1405;"Grab 22";"Kinderskelett (4-5 Jahre)";2;14;2;1
1375;1406;"Grab 23";"Eher männliches Individuum (25-40 Jahre)";3;9;3;11
1376;1407;"Grab 24";"Leichenbrand verschollen";3;9;3;11
1377;1408;"Grab 25";"Nur wenig Leichenbrandpartikel";3;9;3;11
1378;1409;"Grab 26";"Skelett (Spätinfans II) lag mit Blick nach Osten, vermutlich in rechter Seitenlage";2;6;2;1
1378;1410;"(Grab 26)";"Bruchstück der Tibiaepiphyse eines weiteren Individuums (Infans I-II)";2;9;3;11
1379;1411;"Grab 27";"Fast vergangenes Skelett eines Säuglings (6-12 Monate) mit angehockten Beinen";2;6;2;1
1380;1412;"Grab 28";"Gut erhaltenes Skelett (Infans II); lediglich Fußknochen fehlen; Blick nach WNW";2;14;1;1
1381;1413;"Grab 29";"Gut erhaltenes Säuglingsskelett (6-12 Monate) in linker Seitenlage mit leicht angewinkelten Armen mit Blick nach Norden";2;6;1;11
1382;1414;"Grab 30";"Skelett eines Säuglings (3-5 Monate) mit angewinkelten Beinen; nur in Teilen erhalten";2;5;2;11
1383;1415;"Grab 31";"Skelett eines Kleinkindes (ca. 1 Jahr); teilweise vergangen, insbesondere Fußknochen";2;15;2;11
1384;1416;"Grab 32";"Insgesamt gut erhaltenes Skelett (40-50 Jahre); Tote hatte fast alle Zähne verloren";2;14;1;1
1385;1417;"Grab 33";"Leichenbrand eines Säuglings/Kleinkindes (6 Wochen bis 1 Jahr) (Zugehörigkeit zu Grab nicht gesichert)";3;9;3;11
1386;1418;"Grab 34";"Leichenbrand (juvenil - senil); Zugehörigkeit zu Grab nicht gesichert";3;9;3;11
1389;1421;"Grab 1";"Leichenbrandschüttung in Großteil der Kammer, mit Holzkohle vermischt, dazu Leichenbrand in Gefäß; Zusammengehörigkeit nicht gesichert";3;9;3;11
1390;1422;"Grab 2 A";"Leichenbrand im Zentrum (Dm. ca. 0,3 m) und in 2 Häufchen in NW-Ecke; nach anthropologischem Befund wohl zusammengehörig";3;9;2;11
1391;1423;"Grab 2 B";"Leichenbrand wurde offensichtlich nicht geborgen";3;9;4;11
1392;1424;"Grab 3";"Leichenbrand + Holzkohle";3;9;2;11
1393;1425;"Grab 4";"Sicher erwachsen (adult), eher Mann";3;9;2;11
1394;1426;"Grab 5";"2 Leichenbrandnummern, aber wohl zusammengehörig [Aufteilung?]: eher Frau, erwachsen (adult)";3;9;2;8
1394;1427;"(Grab 5)";"bei anthropologischer Untersuchung einige unverbrannte Hirnschädelfragmente eines Indidivuums gefunden (wohl noch spätadult, unbestimmten Geschlechts)";2;9;3;11
1395;1428;"Grab 6";"Leichenbrand [offensichtlich verschollen, da nicht untersucht]";3;9;3;11
1396;1429;"Grab 7";"Verschollener Leichenbrand";3;9;3;11
1397;1430;"Grab 8";"Mehrere Leichenbrandnester mit Holzkohle, z. T. mit Keramikscherben [nach anthropologischen Untersuchungen wohl zusammengehörig]; ca. 8-jähriger Knabe [Geschlechtsbestimmung doch sehr zweifelhaft]";3;9;3;11
1398;1431;"Grab 9";"erwachsenes (adultes), eher weibliches Individuum; hauptsächlich in Haufen von ca. 0,4 m Dm. konzentriert [allerdings die einzelnen kalzinierten Knochen nicht bestimmt";3;9;2;11
1399;1432;"Grab 10 A (Individuum I)";"mit Holzkohle vermischter Leichenbrand, unter Stufenschale: erwachsen (anscheinend spätadult), eher Frau [dazu noch im Zentrum etwas Leichenbrand, aber nicht untersucht, deshalb Zugehörigkeit unklar]";3;9;1;4
1399;1434;"Grab 10 A (Individuum II)";"nicht erwachsen (Infans II oder juvenil), eher Knabe, dabei einige unverbrannte Tierknochenreste";3;9;1;1
1400;1433;"Grab 10 B";"Leichenbrand eines etwa 4-jährigen Kindes; unter 2 Gefäßen";3;9;1;7
1401;1435;"Grab 11";"Leichenbrand verstreut, aber ziemlich stark gestört, vermischt mit Holzkohle; sicher Kind, Infans I [verschiedenen Portionen gehören wahrscheinlich zusammen]";3;9;3;11
1402;1436;"Grab 12 A";"Reste einer Körperbestattung, alle Knochen wohl zu einem Individuum gehörend: erwachsen, eher Frau";2;5;2;4
1402;1437;"(Grab 12 A)";"unter den unverbrannten Knochen stellte Anthropologe noch etwas Leichenbrand fest (Eindruck: erwachsen); wohl nicht zu Grab 12 B gehörig; evtl. durch Körperbestattung gestörte Erstbestattung?";3;9;3;11
1403;1438;"Grab 12 B";"zahlreiche Leichenbrandportionen, vermutlich alle zusammengehörig; Eindruck: wohl 2-jährig; Leichenbrand vermischt mit Holzkohle";3;9;2;11
1404;1439;"Grab 13";"Körperbestattung, allerdings nicht gut beobachtet (sicher erwachsen (adult), sicher Frau)";2;5;2;11
1405;1440;"Grab 14 (Ind. I)";"Leichenbrand eines ca. 4-jährigen Kindes";3;9;2;7
1405;1441;"Grab 14 (Ind. II)";"Leichenbrand eines Kindes, wohl noch Infans I oder Infans II früh";3;9;2;1
1406;1442;"Grab 15";"Leichenbrand einer erwachsenen (wohl adulten) Frau; in Urne, aber auch, vermischt mit Holzkohle, in SW-Ecke";3;9;1;8
1407;1443;"Grab 16";"Leichenbrand, wohl frühmatur, eher Frau";3;9;3;11
1408;1444;"Grab 17 B";"Leichenbrand [offensichtlich verschollen]";3;9;4;7
1409;1445;"Grab 17 A";"Leichenbrand, offensichtlich verschollen";3;9;4;11
1410;1446;"Grab 18";"Eindruck: erwachsen (adult), eher weiblich; 1 Individuum?";3;9;3;11
1411;1447;"Grab 19";"Unbestimmbare Leichenbrandpartikel; bei Tierknochen gefunden";3;9;2;7
1414;1449;"Grab 21";"ca. 2-3 jähriges Kind";3;9;2;11
1415;1450;"Grab 22";"Keine anthropologische Untersuchung";3;9;3;11
1416;1451;"Grab 23";"keine anthropologische Untersuchung";3;9;3;11
1417;1453;"Grab 24";"Skelett eines erwachsenen, sehr kräftigen Mannes von 30-50 Jahre von ca. 172,5 m Körperhöhe";2;5;2;8
1418;1454;"Grab 25";"Leichenbrand eines ""sehr kleinen Kindes""";3;9;2;8
1419;1455;"Grab 26";"Teilweise zerstörte Körperbestattung eines eher männlichen, 40-60 Jahre alten Individuums";2;5;3;11
1419;1456;"Grab 26 LB I";"Leichenbrandpartikel eines Erwachsenen, wohl aus zerstörtem Brandgrab";3;9;3;11
1419;1457;"Grab 26 LB II";"Leichenbrandpartikel, evtl. eines Kindes, wohl aus zerstörtem Brandgrab";3;9;3;11
1421;1459;"Grab 27";"Leichenbrand eines wohl männlichen Erwachsenen";3;9;2;11
1422;1460;"Grab 29";"Leichenbrand";3;9;2;11
1423;1461;"Grab 30";"Leichenbrand, wahrscheinlich Infans II";3;9;2;11
1424;1462;"Grab 31";"Leichenbrand eines Kindes, ca. 1-2 Jahre";3;9;2;11
1425;1463;"Grab 32";"wahrscheinlich noch Infans II";3;9;2;11
1426;1464;"Grab 33";"wahrscheinlich älter als Infans II";3;9;2;11
1427;1465;"Grab 34";"evtl. Körperbestattung";2;9;3;11
1428;1466;"Grab 35";"Urne, aber kein Leichenbrand";3;9;4;11
1429;1467;"Grab 36";"Leichenbrand";3;8;2;1
1430;1468;"Grab 37";"Leichenbrand, wahrscheinlich weiblich";3;9;3;11
1431;1469;"Grab 38 - 1";"Körperbestattung";2;9;3;11
1431;1470;"Grab 38 - 2";"Körperbestattung";2;9;3;11
1432;1471;"Grab 39";"Körperbestattung mit angehockten Beinen";2;8;2;1
1433;1472;"Grab 40 - 1";"Infans I";3;9;3;11
1433;1473;"Grab 40 - 2";"Leichenbrand, adult, eher weiblich";3;9;3;11
1436;1476;"Grab 43";"Leichenbrand";3;9;2;11
1437;1477;"Grab 44";"Leichenbrand, älter als Infans I";3;9;2;11
1438;1478;"Grab 45";"Leichenbrand, Position unklar";3;9;3;11
1439;1479;"Grab 46";"Leichenbrand; adult, fraglich weiblich";3;9;3;11
1440;1480;"Grab 47";"Leichenbrand";3;9;3;11
1441;1481;"Grab 48";"Leichenbrand, frühadult, weibl.";3;9;2;11
1442;1482;"Grab 49";"wahrs. adult";3;9;3;11
1443;1483;"Grab 50";"älter als Inf. I";3;9;3;11
1444;1484;"Grab 51";"Infans II/Juvenil";3;9;2;11
1445;1485;"Grab 52";"frühadult, fragl. männl.";3;9;2;11
1447;1487;"Grab 54";"mitteladult, eher männl.";3;9;2;11
1448;1488;"Grab 55 A";"Juvenile Körperbestattung";2;5;2;8
1449;1489;"Grab 55 B";"mitteladult, eher männl., Leichenbrand sowohl in Urne, wie auch darumherum verteilt";3;9;2;11
1450;1490;"Grab 56 -1";"Körperbestattung, mitteladult, männl.";2;13;2;8
1450;1491;"Grab 56 - 2";"Körperbestattung, mitteladult, weibl.";2;13;2;8
1451;1492;"Grab 57 - 1";"Körperbestattung, im Oberkörperbereich stark gestört, wohl verlagert und älter als Ind. 2";2;13;2;1
1451;1493;"Grab 57 - 2";"Körperbestattung, leicht gestört, wohl jünger als Ind. 1";2;13;2;8
1452;1494;"Grab 58";"Leichenbrand";3;9;2;11
1453;1495;"Grab 59";"Mittelaldult bis spätadult, wahrs. männl.";3;9;2;11
1454;1496;"Grab 60";"Leichenbrand, genaue Herkunft unklar";3;9;3;11
1455;1497;"Grab 61";"Kein Leichenbrand, fraglich, ob überhaupt Grab";3;9;4;11
1456;1498;"Grab 62";"Leichenbrand; fragl. Inf. I";3;9;1;11
1457;1499;"Grab 63";"Leichenbrand, adult, fragl. männl.";3;9;2;11
1458;1500;"Grab 64";"fragliches Grab";3;9;4;11
1459;1501;"Grab 65";"Keine menschlichen Reste";3;9;4;11
1460;1502;"Grab 66";"LB, adult";3;9;2;11
1461;1503;"Grab 67";"LB, juvenil oder adult";3;9;2;11
1463;1505;"Grab 69";"keine LB-Reste";3;9;4;11
1464;1506;"Grab 70 - 1";"Körperbestattung";2;9;3;11
1464;1507;"Grab 70 - 2";"Brandbestattung";3;9;3;11
1464;1508;"Grab 70 - 3";"LB, juvenil, in Grube";3;9;3;11
1465;1509;"Grab 71 - 1";"Weibliches Skelett, matur, weiblich, mit angewinkelten Beinen und Armen und in Seitenlage, mit Blick nach NO";2;13;1;8
1465;1510;"Grab 72 - 2";"Männliches, mitteladultes Skelett, weniger gut erhalten als Skelett 2";2;13;2;1
1466;1511;"Grab 72";"Körperbestattung";2;4;2;8
1467;1512;"Grab 73 - 1";"Leichenbrand, Inf. I, 1-2 Jahre";3;9;3;11
1467;1513;"Grab 73 - 2";"Leichenbrand, adult";3;9;3;11
1468;1514;"Grab 74";"Leichenbrand, Inf. I";3;9;3;11
1469;1515;"Grab 75";"Leichenbrand nicht auffindbar";3;9;3;11
1470;1516;"Grab 76";"Körperbestattung, adult, eher männlich";2;9;3;11
1472;1518;"Grab 80";"Inf. I, einige Knochen erhalten";2;12;2;1
1473;1519;"Grab 81";"Inf. I";2;11;2;11
1475;1520;"Grab 82";"Zugehörig nicht sicher";2;9;3;11
1476;1521;"Grab 83 - 1";"Körperbestattung, spätadult, weiblich, ältere, verräumte Bestattung";2;5;3;8
1478;1523;"Grab 84";"Inf. I";3;9;3;11
1479;1524;"Grab 85";"Inf. I";3;9;3;11
1480;1525;"Grab 86 - 2";"Leichenbrand, Inf. I, ca. 2 Jahre";3;9;3;11
1481;1526;"Grab 86 - 1";"Inf. I oder II";3;9;3;11
1482;1527;"Grab 87";"Körperbestattung";2;13;2;7
1483;1528;"Grab 88";"wahrs. noch Inf. I";3;9;3;11
1484;1529;"Grab 89 - 1";"Körperbestattung, in NW-Ecke zusammengeschobene Erstbestattung; Mitteladult, männlich";2;9;3;11
1484;1530;"Grab 89 - 2";"jüngere Körperbestattung, frühadult männlich";2;13;1;8
1485;1531;"Grab 90";"Adult, wahrs. männlich";3;9;1;4
1487;1532;"Grab 91 B";"Adult, wahrs. weibl.";3;9;2;11
1488;1533;"Grab 91 A - 1";"mitteladult, weibl.";2;13;2;8
1488;1534;"Grab 91 A - 2";"mitteladult, männl.";2;13;1;1
1488;1535;"Grab 91 A - 3";"Inf. II";2;13;3;1
1489;1536;"Grab 92";"Wenig Leichenbrand, keine Untersuchung";3;9;3;11
1490;1537;"Grab 93";"adult, wahrs. männl.";3;9;2;11
1491;1538;"Grab 94 - 1";"adult, wahrs. männl.";3;9;2;4
1491;1539;"Grab 94 - 2";"Adult, wahrs. weibl.";3;9;2;8
1492;1540;"Grab 95";"LB verschollen";3;9;2;11
1493;1541;"Grab 96";"Inf. I, ca. 2 Jahre";3;9;2;1
1494;1542;"Grab 98";"Körperbestattung durch modernen Vandalismus gestört; frühadult, männl.";2;5;2;9
1495;1543;"Grab 99";"Körperbestattung, Brustbereich nicht erhalten, frühadult, männl.";2;5;2;8
1496;1544;"Grab 100 - Leichenbrand";"LB, wahrs. adult, eher männl.";3;9;3;11
1497;1545;"Grab 100";"Körperbestattung, teilweise verzogen; mittel- bis spätadult, männl.";2;13;2;8
1498;1546;"Grab 101";"LB, adult, wahrs. männl.";3;9;2;8
1499;1547;"Grab 102 - 1";"Bestimmungen an einzelnen Knochen widersprechen sich hinsichtlich des Geschlechtes; wohl adult";2;5;3;11
1499;1548;"Grab 102 - 2";"Verstreute Leichenbrandnester, älter als infans II";3;9;3;11
1500;1549;"Grab 103";"Schlecht erhaltene Körperbestattung, Infans I";2;9;3;11
1501;1550;"Grab 104 B - K";"Skelett in gestreckter Rückenlage, frühmatur, fragl. weibl.; Arme offensichtlich angewinkelt in Bauchgegend liegend";2;5;1;8
1501;1551;"Grab 104 B - B";"Brandbestattung, fragl. juvenil [S. 243 jedoch als ""adult"" angesprochen; vgl. Claasen!]";3;9;2;9
1502;1552;"Grab 104 A";"Schlecht erhaltenes Skelett, adult";2;9;3;11
1503;1553;"Grab 105 - 1";"Skelettreste, adult [Geschlechtsbestimmung widerspricht sich]";2;9;3;11
1503;1554;"Grab 105";"Leichenbrand [offensichtlich nicht untersucht]";3;9;3;11
1504;1555;"Grab 106";"Leichenbrand, Mitteladult, männl.";3;9;2;11
1505;1556;"Grab 106";"Leichenbrand, adult, eher männl.";3;9;2;11
1507;1557;"Grab 110 C - 2";"Adult, eher männl.";2;13;2;11
1507;1558;"Grab 110 C - 1";"Körperbestattung, Inf. II [von Röhrig nicht weiter kommentiert; genaue Lage und Knochenmenge bleibt unklar]";2;9;3;11
1508;1559;"Grab 110 B - 1";"Körperbestattung, mittelmatur, männl., stark gestört";2;9;3;11
1508;1560;"Grab 110 B - 2";"Körperbestattung, frühadult, eher männl.";2;5;2;11
1509;1561;"Grab 110 A";"Frühadult, männl. Körperbestattung; linker Arm leicht angewinkelt, liegt auf dem Unterleibsbereich";2;13;1;8
1510;1562;"Grab 111 B";"verstreute Menschenknochen";2;9;3;11
1511;1563;"Grab 111 A";"Leichenbrand, adult, eher männl.";3;9;2;11
1512;1564;"Grab 112 - 1";"Körperbestattung, in ausgestreckter Rückenlage";2;5;1;1
1512;1565;"Grab 112 - 2";"gehäufter Leichenbrand, bei Gefäß";3;9;2;1
1513;1566;"Grab 113 - 1 K";"Männl., mittelmatures Individuum, an w Grabkammerwand, mit Schädel auf Stein liegend";2;5;1;8
1513;1567;"Grab 113 - 2 K";"Mitteladultes, weibl. Individuum, dicht an Ind. 1 liegend";2;5;1;1
1513;1568;"Grab 113 - 3 K";"Wohl verräumte Erstbestattung (frühmatur, männl.); Knochenhaufen";2;9;3;3
1513;1569;"Grab 113 - 4 B";"Über Becken der beiden rückenlagebestatteten Individuen ausgestreuter Leichenbrand (adult, wahrs. weibl.)";3;7;2;8
1514;1570;"Grab 114";"Leichenbrand";3;9;2;11
1515;1571;"Grab 115";"Leichenbrand, Inf. I";3;9;2;11
1516;1572;"Grab 116 - 1 K";"Halbwegs gut erhaltenes Skelett in gestreckter Rückenlage";2;5;1;8
1516;1573;"Grab 116 - 2 K";"Schlecht erhaltenes, juveniles Skelett, aber wohl auch in Rückenlage beigesetzt";2;5;2;8
1516;1574;"Grab 116 - 3 B";"Leichenbrand, eher adult, eher männl.; genaue Lage unbekannt";3;9;3;11
1517;1575;"Grab 117";"Körperbestattung, mitteladult, männl.";2;13;1;8
1518;1576;"Grab 118";"Inf. I, ca. 2-2,5 Jahre";3;9;3;11
1519;1577;"Grab 119";"frühadult, männl.";2;13;1;8
1521;1578;"Grab 121";"Kinderskelett, verschollen";2;5;3;11
1522;1579;"Grab 122 A 1 K";"Gut erhaltenes Skelett, frühadult, männl.";2;13;2;8
1522;1580;"Grab 122 A 2 K";"Stark gestörtes Skelett, spätadult, männl.";2;13;2;8
1522;1581;"Grab 122 A 3 B";"Leichenbrand";3;9;3;9
1523;1582;"Grab 122 B";"Leichenbrand, fragl. juvenil";3;9;3;11
1524;1583;"Grab 123";"Frühadultes, weibliches Skelett";2;13;3;8
1525;1584;"Grab 124 K 1";"Skelett, frühadult, fragl. männl.";2;5;2;8
1525;1585;"Grab 124 K 2";"Skelett, spätadult, männl.";2;5;2;8
1525;1586;"Grab 124 B";"Leichenbrand, adult, fragl. weibl.";3;9;2;9
1526;1587;"Grab 125";"Leichenbrand, juvenil/adult";3;9;3;11
1528;1588;"Grab 10 C";"mehrere Fragmente einer erwachsenen (adulten) Frau";2;9;4;11
1535;1589;"Schauer 1955";"Juveniles bis erwachsenes Individuum";3;9;3;11
1537;1590;"Brandbestattung";"Leichenbrand, kein Kleinstkind";3;9;3;11
1538;1591;"1952";"Brandbestattung";3;9;5;11
1539;1592;"I";"Halbverbranntes Individuum [!?]";2;4;3;7
1540;1593;"I";"Halb verbranntes Skelett [!?]";2;3;3;11
1541;1594;"Körperbestattung";;2;13;2;8
1542;1595;"Brandbestattung";"Leichenbrandschüttung";3;9;3;11
1543;1596;"Bestattung";"Verfärbung, wohl Körperbestattung";2;5;3;8
1544;1597;"Körperbestattung I";;2;2;2;11
1545;1598;"Brandbestattung";;3;9;3;11
1546;2098;"Körperbestattung 2";"wNW-OSO ausgerichtete Körperbestattung";2;16;3;11
1547;1599;"Körperbestattung";;2;9;3;11
1548;1600;"Brandbestattung";;3;9;3;11
1549;1601;"Körperbestattung I";;2;5;3;11
1549;1602;"Körperbestattung II";;2;5;3;11
1550;1603;"Brandbestattung";;3;9;3;9
1552;1604;"Brandbestattung";;3;9;3;11
1554;1605;"Brandbestattung";"Erwachsenes Individuum";3;9;3;11
1555;1606;"Körperbestattung I";;2;9;3;11
1555;1607;"Körperbestattung II";;2;9;3;11
1556;1608;"Brandbestattung";"Jugendlich bis adultes, eher weibliches Individuum";3;9;3;11
1557;2713;"Brandbestattung";"Leichenbrand in Urne eines erwachsenen Individuums";3;9;3;11
1558;1609;"Nachbestattung";"Skelettreste";2;9;3;11
1559;1610;"Brandbestattung";;3;9;3;11
1560;1611;"Körperbestattung";"Skelettreste";2;9;3;11
1561;1612;"Hügel 6";"Brandschicht [wohl mit Brandbestattung]";3;9;3;11
1562;1613;"Brandgrab";"Leichenbrand";3;9;2;11
1563;1615;"Grab 1964";"Leichenbrandschüttung";3;9;3;11
1566;1617;"Eidam 1929";"Leichenbrand";3;9;3;2
1567;1618;"Fuchsbauhügel";"Leichenbrand";3;9;3;11
1568;1619;"Hügel 1";;3;9;3;11
1570;1620;"Hügel 2";;3;9;3;11
1578;1621;"Hügel 1";"Leichenbrand, zwischen den Gefäßen verstreut";3;9;3;11
