"Grabkomplex";"Grabnummer";"Grabbezeichnung";"Grabbeschreibung";"Grabcharakter";"Graberhaltung";"Grabausrichung";"Grabniveau";"Grubenlänge";"Grubenbreite";"Grubentiefe";"Grabkammer";"Grabkammerlänge";"Grabkammerbreite";"Mehrfachbestattung";"Grabberaubung";"Verziegelung des Bodens";""Brandschicht"";"Holzwände";"Holzdecke";"Holzboden";"Steinwände";"Steindecke";"Steinboden";"Steinpackungsdurchmesser";"Besonderheiten";"Arch_Geschlechtsbestimmung"
1346;2924;"Grab 2";"Durch Planierraupe gestörtes Brandgrab, ca. 2 m ö der Hügelmitte; Keramikgefäß mit Leichenbrand mit 2 Bronze- und 1 Eisenring";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1348;1068;"Skelettgrab";"Durch vermutlich ältere Hügelschüttung bis in gewachsenen Boden eingetiefte Grube; darin Holzkammer, deren Wände noch als inkohlte Reste von hochkant, stehenden, dünnen Brettern (H. mind. 0,25 m) erhalten waren; evtl. Grabraum zusätzlich mit Brettern abge";"3";2;4;2;3,20;1,80;;1;2,50;0,80;0;0;0;0;1;0;0;0;0;0;;0;1
1348;1069;"Grab 2";"Vermutlich im 1958 nicht ausgegrabenen SO-Zwickel des Hügels E gelegene, bis in gewachsenen Boden eingetiefte Körpernachbestattung [genaue Lokalisation offensichtlich unsicher, deshalb auch nicht klar, ob Grab tangential angelegt war oder nicht; Orientier";"3";2;9;2;2,20;1,10;0,45;1;;;0;0;0;0;0;0;1;0;0;0;;0;1
1349;1070;"Grab 3";"Knapp w des Hügelmittelpunktes eingetiefte Körpernachbestattung, die Grab 2 störte [Zuweisung der Keramik deshalb unsicher; Keramikscherben auch bei Erstbestattung; gegen Aufdermauer deshalb eigentlich wahrscheinlicher, daß sie zu Grab 2 dazugehören]; ger";"3";3;13;2;;;;1;;0,90;0;0;0;0;1;0;0;0;1;0;;0;3
1349;1071;"Grab 4";"Körpernachbestattung, onö des Hügelmittelpunktes, bis in gewachsenen Boden eingetieft, störte vermutlich Grab 2; mit lockerer Steineinfassung aus Kalksteinen im W und S (unklar, ob auch im N und O ehemals vorhanden); Skelett fast vollkommen vergangen; zu ";"3";2;13;2;2,60;1,50;;2;2,20;0,80;0;0;0;0;0;0;1;1;0;0;;0;2
1349;1072;"Grab 5";"Körpernachbestattung, w der Hügelmitte, durch gesamte Hügelschüttung eingetieft; an den Längsseiten Reste eines Holzeinbaus; Skelett in Resten erhalten, dabei zahlreicher Trachtschmuck";"3";2;19;2;2,20;1,20;0,65;1;;;0;0;0;0;1;0;0;0;0;0;;0;3
1349;2925;"Grab 1";"Grube, dicht sö des angenommenen Hügelmittelpunkts, in Schüttung eingetieft und von Steinplatte (0,58 x 0,85 x 0,16 m); an w Grubenwand Urne, weitere Gefäße an s Grubenwand; in der Grubenfüllung angeblich uk-zeitliche Streuscherben";"3";2;9;2;0,80;0,80;;3;;;0;0;0;0;0;0;0;0;1;0;;0;0
1349;2926;"Grab 2";"Vermutlich Erstbestattung, die durch die Nachbestattungen 3 und 4 schwer gestört wurde; in der Hügelmitte auf der alten Oberfläche Reste von 4 Keramikgefäßen mit dazugehöriger dünner Holzkohleschicht; Boden darunter aber nicht verziegelt; keine menschlich";"2";3;9;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1350;1073;"Grab 2";"Körpernachbestattung, zentral durch Hügelschüttung bis einige cm in gewachsenen Boden hinein eingetieft, dabei großen Teil der Erstbestattung zerstörend; in der Grube Holzkammer aus längsliegenden Brettern als Boden und Querhölzern als Decke; Skelett in R";"3";2;5;2;3,70;1,70;;1;2,30;0,80;0;0;0;0;0;1;1;0;0;0;;1;0
1350;2927;"Grab 1";"Hölzerne Grabkammer, durch Grab 2 teilweise zerstört, auf einer großflächigen ""Brandtenne"" errichtet; unter sö Kammerecke waren Scheiterhaufenreste aus verziegelten Lehmbröckchen, Holzkohle und Leichenbrandstückchen ""zusammengekehrt""; wohl Teile des hölze";"2";3;9;3;;;0,00;1;;;0;0;1;1;1;0;1;0;0;0;;0;0
1351;687;"Grab 1";"Quadratische Holzkammer, unter einer Steinpackung; an W-Seite Skelett mit Goldreif, Dolch, zu Füssen einige Bronzegefäße; in ö Kammerhälfte Wagen mit Pferdegeschirr";"4";3;5;3;;;0,00;1;3,50;3,50;0;0;0;0;1;0;0;0;1;0;;0;1
1351;2719;"Nachbestattung d";"Körperbestattung, sw der Hügelmitte, mit Eisenlanze";"3";2;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1351;2720;"Nachbestattung i";"Beigabenloses Skelett";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1351;2721;"Nachbestattung e";"Körperbestattung, ssö der Hügelmitte, mit Trachtschmuck";"3";2;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1351;2722;"Nachbestattung a";"Beigabenloses Skelett, sö der Hügelmitte, unsachgemäß geborgen";"3";3;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1351;2723;"Nachbestattung b";"Körperbestattung, sö der Hügelmitte, mit Trachtschmuck [genauer Umfang leicht unklar]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1351;2724;"Nachbestattung c";"Körperbestattung, wsw der Hügelmitte; Knochen mit 2 Fußringen";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1351;2725;"Nachbestattung h";"Körperbestattung, ssw der Hügelmitte, mit Trachtschmuck";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1351;2833;"Grab 2";"Hölzerne eingetiefte Grabkammer [wohl jünger als Grab 1; nach Kimmig (Krauße 1996, 264 Fn 1077) allerdings Erstbestattung], 3 m n von Grab 1, offensichtlich unter Steinpackung; nur teilweise freigelegt, Längsseite maß mindestens 4 m; u. a. Dolchfragment f";"4";3;14;2;;;1,20;1;;;0;0;0;0;1;0;0;0;1;0;;0;1
1366;491;"Grab";"Grube, deren Umriss nicht deutlich erkennbar war; darin Skelett, dessen rechter Arm unter dem Oberkörper den linken Arm berührte; beiderseits des Schädels ein Ohrring, unter dem Unterkiefer Nadel, in Halsregion Perlenkette; an beiden Armen je 1 Ring, Gürt";"1";2;14;2;1,70;0,60;;3;;;0;0;0;0;0;0;0;0;0;0;;0;3
1367;993;"Grab 1";"Rechteckige Grube [angeblich N-orientiert], darin deutlich erkennbar Spuren von hölzernem Boden und Bohlenwänden; Skelett relativ gut erhalten, mit leicht nach außen gedrehten Unterarmen; reicher Trachtschmuck noch in situ";"4";2;9;2;3,20;2,00;;1;2,80;1,10;0;0;0;0;1;0;1;0;0;0;;0;3
1368;994;"Grab 2";"Körperbestattung mit reichem Trachtschmuck";"4";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1369;995;"Grab 3";"Körperbestattung mit Trachtschmuck";"4";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;512;"Nebengrab 1";"Grabkammer, leicht in den anstehenden Boden eingetieft; Kammer von einer Steinpackung von 3,5 x 2,3 m umgeben; noch Reste einer Querbohle erhalten [wegen der spärlichen Beigaben, ihrer Fragmentierung und ihrer Lage geht Zürn von Grabberaubung kurz nach de";"3";2;13;2;;;;1;2,10;1,20;0;1;0;0;1;0;1;1;1;0;;1;1
1370;513;"Nebengrab 10";"Beigabenlose Bestattung längs der SO-Wand des Zentralgrabes; Oberkörper liegt direkt auf Fundschicht des Zentralgrabes, Beine sind von letzteren jedoch durch Lehmschicht getrennt; wohl in Grabkammer eingebracht, als diese noch bestand (da keine nachträgli";"3";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;514;"Nebengrab 11";"Körperbestattung, direkt über der Grabkammer angelegt und wohl bei deren Einbruch verzogen";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;515;"Nebengrab 12";"Körperbestattung, über der Grabkammer angelegt und bei deren Einsturz in Mitleidenschaft gezogen";"3";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;516;"Nebengrab 13";"Körperbestattung, über sö Ecke des Zentralgrabes angelegt, unter einer Steinpackung (2,1 x 0,8 m), teilweise randlich mit senkrecht gestellten Steinplatten; über Kopf- und Fußende befanden sich besonders große Steinplatten";"3";1;4;1;;;;1;;;0;0;0;0;0;0;0;1;1;0;1,45;0;3
1370;517;"Nebengrab 14/15";"Grab über der äußersten sö Ecke der Zentralbestattung; angeblich Doppelbestattung, da beide Bestattungen sehr dicht beiander liegen [Argument überzeugt nicht wirklich]; Oberschenkelgegend gestört; nach Zürn trugen beide Toten am Unterarm Armschmuck in For";"3";2;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;3
1370;520;"Nebengrab 16";"Vereinzelter Unterkiefer über sö Sektor von Zentralgrab; wohl zerstörte Nachbestattung, keine weiteren Funde";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;521;"Nebengrab 17/18";"Grab, von Steinpackung überdeckt (2,5 x 1,1 m), die gestörten Eindruck machte; Bestattung einer Frau, im linken Oberkörperbereich dazu Bestattung eines Kindes [nach Zürn wohl gleichzeitig; allerdings Störung evtl. durch Nachbestattung des Kindes bedingt?]";"3";2;4;1;;;;1;;;1;0;0;0;0;0;0;0;1;0;1,80;0;4
1370;524;"Nebengrab 19";"Bereits außerhalb der Grenzen der Zentralbestattung Knochenreste, wohl von einer Nachbestattung";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;525;"Nebengrab 2";"Schlecht erhaltene Bestattung nw des Zentralgrabes";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;526;"Nebengrab 20";"Knochenreste über nö Ecke des Zentralgrabes deuten zerstörte Nachbestattung an";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;527;"Nebengrab 21/22";"Schlecht erhaltene Doppelbestattung, n des Zentralgrabes, ohne Beigaben";"3";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1370;530;"Nebengrab 23";"Einzelner Schädels eines Kindes, ö des Zentralgrabes, sonst keine Knochen oder Beigaben";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;531;"Nebengrab 24/25";"Grab ö des Zentralgrabes; Doppelbestattung; matur/seniles Individuum liegt über adult bis maturem; Unterschenkel bereits unbeobachtet abgegraben [nach Zürn beides weibliche Individuen, gemäß Beigaben; Zürn schließt Nachbestattung nicht aus, da Schädel unt";"3";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;3
1370;534;"Nebengrab 26/27";"Grab mit Doppelbestattung, von Nebengrab 24/25 nur durch dünne Zwischenschicht getrennt, aber entgegengesetzt orientiert; bereits stark gestört; ohne Beigaben [bei Ehrhardt/Simon taucht jedoch nur ein etwa 18jähriges Individuum auf]";"3";3;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;4
1370;535;"Nebengrab 28";"Nur noch in Resten erfaßte Nachbestattung, knapp nö von Nebengrab 25; vermutlich bei Anlage des Grabs 24/25 zerstört [würde auch stratigraphisch gut hinkommen]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1370;536;"Nebengrab 29";"Ringbruchstück sw des Zentralgrabes deutet verschleiftes Grab an";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;537;"Nebengrab 3";"Grab unter einer großen Steinplatte (0,8 x 0,4 x 0,2 m); von der kindlichen Bestattung hatten sich nur noch Reste erhalten";"3";2;12;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;3
1370;538;"Nebengrab 30";"Verschleifte Reste einer Steinpackung, wohl zerstörtes Grab";"3";3;4;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;539;"Nebengrab 31";"Verstreute Knochen und Paukenfibel, wohl zerstörtes Grab";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;540;"Nebengrab 32";"Gestörtes Grab, weit ö von Zentralgrab";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;541;"Nebengrab 33";"Reste eines nahzu völlig zerstörten Skelett, wohl verschleiftes Grab; keine Beigaben [Rest eines Eisennagels wohl jünger]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;542;"Nebengrab 4";"Wohl weitgehend vergangene Nachbestattung, über der nw Ecke der Grabkammer des Zentralgrabes; erhalten lediglich Schädel";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;543;"Nebengrab 5/6";"Doppelbestattung, w der Zentralkammer; Körperbestattungen sind gegensinnig orientiert, liegen aber so dicht beieinander, daß Zürn an Gleichzeitigkeit denkt; starke Störungen im NW, w Skelett aber insgesamt besser erhalten [was wiederum gegen Gleichzeitigk";"3";2;9;1;;;;4;;;1;0;0;0;0;0;0;0;0;0;;0;3
1370;546;"Nebengrab 7";"Knochenreste w des Zentralgrabes; eventuell gestörte Nachbestattung, vielleicht auch zu Nebengrab 5/6 gehörend; Grünspanspuren an Armknochen";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1370;547;"Nebengrab 8";"Kinderbestattung, 0,5 m unter Hügeloberfläche, ca. 4 m w des Zentralgrabes";"3";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;548;"Nebengrab 9";"Körperbestattung, teilweise bereits über s Teil der Grabkammer liegend; erhalten sind nur die Knochen beckenabwärts [Zürns Erklärung, daß ein Teil der Bestattung bereits nach unten gezogen worden sei, ist nicht ganz logisch, da Kopf und Oberkörper eigentl";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1370;549;"Zentralgrab";"Grabkammer, durch bestehende Hügelschüttung 0,8 m in gewachsenen Boden eingetieft; Grube zeichnete sich ca. 0,7 m über der alten Oberfläche ab; Kammerboden wurde aus Dielen auf 3 quer liegenden Lagerhölzern errichtet; von Boden und Decke hatten sich nur n";"3";2;13;2;;;1,50;1;4,70;4,70;0;1;0;0;1;1;1;0;0;0;;1;1
1371;1074;"Grab 1";"Zentral durch die Hügelschüttung bis 0,2 m in gewachsenen Boden eingetiefte Körpernachbestattung [Orientierung nach NW mit starker Tendenz nach WNW], die Erstbestattung größtenteils zerstörte; von hölzernen Kammer Seitenwand und Deckbretter erhalten; Sarg";"3";2;4;2;3,30;1,60;;1;2,80;0,80;0;0;0;0;1;1;0;1;1;0;;0;3
1371;2928;"Grab 2";"Durch Nachbestattung geradlinig abgeschnittene Brandbestattung, evtl. leicht eingetieft; mehrere Keramikgefäße, darunter mit Deckschale abgedeckte Urne; dicht nw davon Holzkohlehaufen, ""sichtlich Scheiterhaufenreste""";"2";3;9;3;;;0,00;2;;;0;0;0;1;0;0;0;0;0;0;;0;0
1372;1006;"Grab 2";"Körperbestattung, in N-Rand des Hügels in Steinmauer eingetieft; mit Trachtschmuck und Lanzenspitzen";"3";2;19;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1372;1007;"Grab 3";"Körperbestattung, wsw des Zentralgrabes während der Aufschüttung des Hügels angelegt (auf Aushub und unter der Schüttung); dabei 2 Fibeln und 1 Rasiermesser";"3";2;19;3;;;0,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1372;1008;"Grab 4";"Grab, ssw des Zentralgrabs in der Hügelperipherie während der Aufschüttung des Hügels unter der umgebenden Steinmauer angelegt; offensichtlich Kammer, von Steinen umstellt; darin Skelett mit Trachtschmuck; rechts des Schädels Keramikgefäß mit Leichenbrand";"3";2;19;3;;;0,00;1;2,50;1,00;1;0;0;0;0;0;0;1;1;0;;0;1
1372;1009;"Zentralgrab";"Eingetieftes Zentralgrab unter einer mächtigen Steinpackung (Gew. ca. 50 t), die einen zusätzlichen Holzdurchschuß von je 2 längs und quer gelegten Balkenlagen besaß, die auf Grubenrand auflagen,  mit 2 ineinandergeschachtelten hölzernen (Eiche) Grabkamme";"2";1;5;2;11,00;11,00;2,40;1;4,80;4,80;0;0;0;0;1;0;1;0;1;0;7,50;1;1
1373;209;"Grab X";"Scheiterhaufen, wohl auf eingeebneter Oberfläche 6 m über Flur sö des Zentralgrabes auf Fläche von 3,2 x 2 m errichtet; Holzkohleschicht ca. 0,03 m stark, darunter stellenweise verziegelter Boden; in Holzkohle Leichenbrandpartikel; im W ausgelesenes Leich";"3";3;7;3;;;0,00;4;;;0;0;1;1;0;0;0;0;0;0;;0;0
1373;210;"Grab XI";"Scheiterhaufen, wohl auf eingeebneter Oberfläche 6,8 m über Flur sö des Zentralgrabes auf Fläche von 3,2 x 2 m errichtet [von Verziegelung wird merkwürdigerweise nichts berichtet]; in Holzkohle Leichenbrandpartikel; an einer Stelle im NW ausgelesenes Leic";"3";3;6;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
1373;211;"Grab XII";"Scheiterhaufen, wohl auf eingeebneter Oberfläche 9,7 m über Flur sö des Zentralgrabes auf Fläche von 4 x 2,8 m errichtet [von Verziegelung wird merkwürdigerweise nichts berichtet]; in Holzkohle über Fläche von 1,8 m Leichenbrandpartikel; einzelne Bernstei";"3";3;5;3;;;0,00;4;;;0;0;0;1;0;0;0;0;0;0;;0;2
1373;212;"Grab XIII";"Scheiterhaufen, wohl auf eingeebneter Oberfläche 11,1 m über Flur sö des Zentralgrabes auf Fläche von 3,2 x 2 m errichtet, leichte Verziegelung des Bodens; in der Holzkohle Leichenbrandsplitter, an einer Stelle konzentriert (0,53 x 0,14-0,21 m); nw davon ";"3";3;14;3;;;0,00;4;;;0;0;1;1;0;0;0;0;0;0;;0;3
1373;213;"Grab II";"Durch Verfärbungen nachweisbarer Holzsarg unter einer Steinpackung, auf ebener Oberfläche am sö Hügelfuß (mit Gräbern III-V, im S davon angeblich ""Plattenweg""; Körperbestattung in Resten erhalten; evtl. Beigaben vollkommen vergangen, Eisen- und Bronzefrag";"3";2;5;3;;;0,00;1;1,65;0,80;0;0;0;0;0;0;1;0;1;0;1,20;0;0
1373;214;"Grab III";"Durch Verfärbungen nachweisbarer Holzsarg [Orientierung nach NNW mit Tendenz nach N] unter einer Steinpackung, auf ebener Oberfläche am sö Hügelfuß (mit Gräbern II-V, im S davon angeblich ""Plattenweg""); Körperbestattung in Resten erhalten; evtl. Beigaben ";"3";2;13;3;;;0,00;1;1,12;0,42;0;0;0;0;1;0;1;0;1;0;0,75;0;0
1373;215;"Grab IV";"Durch Verfärbungen nachweisbarer Holzsarg [Orientierung nach NNW mit Tendenz nach N] unter einer schütteren Steinpackung, auf ebener Oberfläche am sö Hügelfuß (mit Gräbern II-V, im S davon angeblich ""Plattenweg""); Körperbestattung in Resten erhalten";"3";2;13;3;;;0,00;1;1,65;0,76;0;0;0;0;0;0;1;0;1;0;1,20;0;0
1373;216;"Grab V";"Durch Verfärbungen nachweisbarer Holzsarg [Orientierung nach NNW mit Tendenz nach N] unter einer schütteren Steinpackung, auf ebener Oberfläche am sö Hügelfuß (mit Gräbern II-IV, im S davon angeblich ""Plattenweg""); Körperbestattung in Resten erhalten; Bei";"3";2;13;3;;;0,00;1;1,92;0,93;0;0;0;0;0;0;1;0;1;0;1,35;0;0
1373;217;"Grab VI";"Holzkammer (2,42-2,5 x 3,06-2,96 m; durchgehend Eiche) auf sorgfältig planiertem Untergrund sö des Zentralgrabes; 2 Schwellbohlen, darauf 10 Längsbohlen, zusammengehalten von 2 Ständerbohlen und 1 Pfosten; Wände verkämmt; Decke aus Längsbohlen gebildet; K";"3";1;4;3;;;0,00;1;3,01;2,46;1;0;0;0;1;0;1;0;0;0;;0;4
1373;218;"Grab VII";"Kleine Holzkammer/Sarg (B. 0,64-0,69, H. 0,6-0,65 m) 2,5 m über Flur, sö des Zentralgrabes (da keine Grube nachweisbar wohl auf Oberfläche und dann überschüttet), erbaut aus ca. 0,12 m starken Rundstämmlingen; Sarg nach Riek von S her teilweise verbrannt ";"3";2;13;3;;;0,00;1;1,95;0,66;0;0;0;0;1;0;1;0;0;0;;0;3
1373;219;"Grab VIII";"Kleine Holzkammer/Sarg [Ausrichtung NW mit Tendenz nach NNW], 3,83 m über Flur, sö des Zentralgrabes (da keine Grube nachweisbar wohl auf Oberfläche und dann überschüttet), nur geringe Holzreste (Eiche) nachweibar; nur Knochenreste und Leichenschatten erh";"3";2;4;3;;;0,00;2;2,05;0,80;0;0;0;0;1;0;1;0;0;0;;0;1
1373;220;"Grab IX";"Wohl auf eingeebneter Oberfläche 4,35 m über Flur errichteter Scheiterhaufen (hauptsächlich Eiche) auf Fläche von 5 x 3,2 m; verziegelter Lehm 0,04-0,15 m und Holzkohlenschicht noch 0,06-0,11 m stark; darauf wohl Grabkammer mit umfangreicher Gefäßbeigabe ";"3";2;4;3;;;0,00;2;2,70;1,80;0;0;1;1;0;0;0;0;0;0;;0;0
1373;221;"Grab I";"Zentralbestattung [Orientierung nach SSW mit sehr starker Tendenz nach S]; durch Raubgrabung geplündert, als Hügel ungefähr Höhe von 6,75 m besaß; dafür gegrabener Stollen ermöglichte wohl nur Kriechen; auf dem Stollenbolden an verschiedenen Stellen Glasp";"2";3;14;3;;;0,00;1;5,72;3,49;0;1;0;0;1;1;1;0;0;0;;1;3
1376;1075;"Grab 2";"Wohl Körpernachbestattung, an der wnw Hügelperipherie bis in gewachsenen Boden eingetieft, von 3-4 Steinplatten abgedeckt; Skelett (Hocker) teilweise unerkannt abgegraben; keine Beigaben";"3";3;19;2;1,60;0,60;;4;;;0;0;0;0;0;0;0;0;1;0;;0;2
1376;1076;"Grab 3";"Körpernachbestattung, osö der Hügelmitte, bis auf die dem Hügelgrund aufliegende Schicht eingetieft; Skelett fast vollkommen vergangen; beim Schädel Hohlohrringe; am Fußende Keramikgefäß";"3";2;19;2;1,80;0,80;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1376;2929;"Grab 1";"Brandgrab auf Verbrennungsplatz: Lehm auf kreisförmiger Fläche von 1,8 m Dm. ziegelrot gefärbt, darum herum ringförmige, schwächer gebrannte Zone von 0,6 m B.; auf ziegelroter Fläche zusammengekehrte Scheiterhaufenreste (0,02-0,03 cm dick); darauf (also z";"2";2;7;3;;;0,00;2;1,60;1,00;0;0;1;1;0;0;1;0;0;0;;1;1
1378;1077;"Grab 2";"Körpernachbestattung, osö des Hügelmittelpunktes im Bereich des Kreisgrabens eingetieft [wie Aufdermauer vermutet, dürften Keramikscherben außerhalb der Grabgrube und umgebender Rahmen aus Kalksteinen, der nur durch Grabgrube unterbrochen ist, zu durch Gr";"3";3;19;2;2,10;0,90;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1379;1079;"Grab 10";"Durch gesamte Hügelschüttung eingetiefte rechteckige Grube, ca.12 m nö der Hügelmitte an der Hügelperipherie; an der sw Längswand ca. 0,3 m über Grubensohle stufenförmiger, 0,3 m breiter Erdsockel [Funktion?]; dicht daneben gut erhaltene, inkohlte Holzkam";"3";2;19;2;1,90;1,10;;1;1,55;0,60;0;0;0;0;1;1;1;0;0;0;;0;3
1379;1080;"Grab 11";"Grube, ca. 11 m ssö der Hügelmitte an der Hügelperipherie, teilweise unerkannt zerstört; geringe inkohlte Reste eines hölzernen Grabbodens; Skelettreste, dabei Trachtschmuck (dessen Lage teilweise nicht mehr zu eruieren ist), am Fußende Keramikgefäß";"3";2;19;2;1,80;0,70;0,25;1;;;0;0;0;0;0;0;1;0;0;0;;0;3
1379;1081;"Grab 3";"Durch Hügelschüttung im Zentrum bis in gewachsenen Boden eingetiefte Grabkammer, Grab 1 dabei größtenteils zerstörend, unter einer mehrlagigen Steinpackung (3,5 x 3 m) aus mittelgroßen Kalksteinen, die beim Einbruch der Kammer trichterförmig nach unten ge";"3";2;13;2;3,50;3,00;1,60;1;3,00;2,50;0;0;0;0;0;0;1;0;1;0;3,25;0;3
1379;1082;"Grab 5";"Etwa 7 m ssö der Hügelmitte durch Hügelschüttung bis in gewachsenen Boden eingetiefte Grube [Orientierung nach WSW], die Grab 4 tangierte; an NO-Wand wohl Abdruck eines Holzbalkens; Kammer bis auf Leichenbrandhäufchen (Dm. ca. 0,5 m) im Zentrum mit versch";"3";2;19;2;2,00;1,75;1,60;1;;;0;0;0;0;0;0;1;0;0;0;;0;2
1379;1083;"Grab 6";"Körpernachbestattung, ca. 12 m ssw an der Hügelperipherie bis in UK-Siedlungsschicht eingetieft; über und neben Skelett Reste von Längsbrettern; Skelett mäßig erhalten, am linken Becken Gürtelhaken, beim rechten Ellenbogen Keramikgefäß";"3";2;19;2;2,30;1,40;;1;;;0;0;0;0;0;1;0;0;0;0;;0;0
1379;1084;"Grab 7";"Körpernachbestattung, sw der Hügelmitte an der Peripherie radial angelegt; keine Grabgrube erkennbar, inkohlte Spuren von Grabboden und Längsbrettern; Skelett gut erhalten, rechter Arm in Beckengegend; mit Trachtschmuck, beim linken Fuß 2 Keramikgefäße";"3";2;18;1;;;;1;;;0;0;0;0;1;0;1;0;0;0;;0;3
1379;1085;"Grab 8";"Durch gesamte Hügelschüttung eingetiefte rechteckige Grube, ca. 11 m sw der Hügelmitte; inkohlte Reste der hölzernen Wände einer Kammer; Skelett in Resten erhalten, Oberkörper evtl. leicht gedreht, da beide Unterarme auf rechter Seite lagen; an den Untera";"3";2;19;2;2,60;1,10;0,70;1;2,30;0,60;0;0;0;0;1;0;0;0;0;0;;0;3
1379;2934;"Grab 1";"Ebenerdig angelegte hölzerne Grabkammer, durch Grab 3 größtenteils zerstört; Boden evtl. vor Anlage des Grabes sorgfältig gereinigt, da uk-zeitliche Siedlungsschicht hier dünner ist und evtl. verziegelter Boden erst 3,5 m von Grab entfernt einsetzt; Reste";"2";3;6;3;;;0,00;1;3,40;2,00;0;0;0;0;1;1;1;0;0;0;;0;0
1379;2935;"Grab 4";"Grube, ca. 7 m s der Hügelmitte, durch Grab 5 leicht gestört [erstaunlich, daß bei Anlage von Grab 5 Grab 3 so treffsicher angeschnitten wurde; offenbar hatte s Bereich gewisse Bedeutung]; im s Bereich eng an der Grubenwand [deshalb hölzerne Auskleidung e";"3";2;13;2;0,70;0,60;0,15;2;0,70;0,60;0;0;0;1;0;0;0;0;0;0;;0;0
1380;722;"Grab 10";"Grube, n des Zentralgrabes, darin 0,6 m mächtige Steinpackung im unteren Teil der Grube; Reste von Längsbrettern des Bodens und der Decke erhalten; Skelett schlecht erhalten, linker Arm leicht angewinkelt; Trachtschmuck in situ";"3";2;19;2;2,40;1,50;1,10;1;;;0;0;0;0;0;1;1;0;1;0;1,95;0;3
