"Katalognummer";"Fundplatznummer";"Fundplatzcharakter";"Fundplatzbeschreibung";"X";"Y";"Lokalitätsnummer";"Gemarkung";"Flurname";"Hügelzahl";"Publikationsqualität";"Objektlokalisation";"Ältere_Hallstattzeit";"Jüngere_Hallstattzeit";"Neolithikum";"Bronzezeit";"Urnenfelderzeit";"Latènezeit";"Römische_Kaiserzeit";"Frühmittelalter";"Mittelalter";"Neuzeit"
288;2742;1;"Gruppe von ehemals etwas mehr als 30 Hügeln, w des Hofes Lötschau, beiderseits des Weges [400 m osö davon in Flur 'Biber' weitere 4 Hügel]; u. a. Grabungen 1862 von G. Wiesend (3 Hügel), 1904/05 von Stechele (3 Hügel), 1906 von A. Steier, 1958/59 vom LfD ";3775000;5342000;2010;"Gufflham";"'Steinfeldholz'";30;3;1;0;0;1;0;0;1;0;0;0;0
289;2741;1;"Gruppe von 28 Hügeln (in 2 Untergruppen von 7 bzw. 20 Hügeln), ö der Obermühle; Grabungen 1907-08 von Lehrer Stechele (2 Hügel); auch frühlatènezeitliche Funde";3776000;5342000;2010;"Höresham";"'Unterschönbuch'";27;3;1;1;1;0;0;0;1;0;0;0;0
290;1287;1;"Gruppe verebneter Hügel, 900 m sö der Kirche von Ort; Auffindung K.-D.Guhling 1977 bei Baumaßnahmen; ""Eine Notgrabung brachte noch den Nachweis dreier ebenerdig, d. h. auf dem Hügelboden angelegter hallstattzeitlicher Gräber, darunter Teile eines Brandgra";3585000;5571000;1039;;"
";;3;1;0;0;0;0;0;0;0;0;0;0
291;2032;1;"Gruppe von 33 Hügeln, 1100 m ssö von Ort und 400 m osö von Pkt. 450,7; wohl Raubgrabungen der Brüder Kellermann 1888; wohl bronze-, hallstatt- und latènezeitliche Funde";3715000;5455000;1320;"Dietldorf";"Wald 'Spielberg'";33;3;1;1;0;0;1;0;1;0;0;0;0
292;2065;1;"Gruppe von 3 völlig verackerten Grabhügeln, 1450 m nö von Lanzenried und 250 m w von Pkt. 425; Lesefunde 1954 und 1965";3716000;5460000;1320;"Hub";"'Emhofner Äcker', 'Schmidmühlner Äcker' ('Heidesteinhügel')";3;3;1;0;0;0;0;0;0;0;0;0;0
293;2033;1;"Gruppe von ehemals mehreren Hügeln, ca. 1650 m onö von Dietldorf und 125 m onö von Pkt. 433; evtl. Grabungen in den 40er Jahren des 19. Jhs.; auch bronzezeitliche Funde";3716000;5457000;1320;"Machtlwies";"'Bucherlacker'";;3;1;0;0;0;1;0;0;0;0;0;0
294;2031;1;"Überbaute Grabhügel; Grabungen 1882 von J. Schmid, 1935 von E. Wünsch, 1949 und 1951 von A. Stroh (beide LfD); Lit.: Verhandl. Hist. Ver. Oberfranken 91, 1950, 233; ebd. 92, 1951, 220";3721000;5457000;1320;"Wieden";"'Rote-Kreuz-Straße'";;3;1;1;1;0;0;0;0;0;0;0;0
295;1849;1;"Gruppe von ca. 15 Hügeln, etwa 1500 m sw der Kirche von Burgsalach, ö des römischen Burgus; Grabungen von I. Pickel [wann?] in 4 Hügeln; auch bronzezeitliche Funde";3653000;5433000;1273;;"Waldabt. 'Harlach'";15;3;1;0;1;0;1;0;0;0;0;0;0
296;564;1;"Gruppe von mindestens 14 Hügeln, 2000 m nnö von Weiler zum Stein und 1000 m ö vom Kirschenhardthof, auf einem flachen Höhenzug (teilweise auf Gmgk. Leutenbach-Weiler zum Stein); um 1890 Herausackerung von Funden, Grabung 1895 von Kapff (4 Hügel), 1930 von";3528000;5420000;721;;"Wald 'Brand'";14;2;1;0;1;0;0;0;0;0;0;0;0
297;565;1;"2 Körperbestattungen, 700 m nö von Ort; aufgedeckt 1948/49 beim Bau eines Wasserbehälters; HaD";3529000;5422000;721;"Erbstetten";"'Krumme Steigäcker'";;3;1;0;1;0;0;0;0;0;0;0;0
298;2971;1;"Gruppe von ehemals mindestens 9 Hügeln auf der Albhochfläche ca. 550-700 m nnw von Dörlbach; Grabung von J. Böhm 1871 in allen Hügeln (über Hügelaufbau oder Fundzusammenhänge ist nichts bekannt),  Lesefunde und Grabung des LfD 1995 (1 Hügel)";3671000;5472000;1249;"Dörlbach, Westhaid";"'Auäcker'";9;2;1;1;1;0;0;0;0;0;0;0;0
299;726;1;"Wohl mehrere Grabhügel, nicht mehr zu lokalisieren; teilweise Grabung von Dorn";3509000;5350000;647;;;;3;0;0;0;0;0;0;0;0;0;0;0
300;632;1;"Gruppe von 3 Hügeln, 1500 m s von Hermannsdorf; Grabung 1892 von Zingeler (3 Hügel)";3506000;5346000;647;;"'Gabelhau'";3;3;1;1;1;0;0;0;0;0;0;0;0
301;633;1;"Grabhügelfeld, w von Ort [Angabe ""1800 m OSO"" bei Zürn wohl irrig]; Grabung 1900 von Dorn anläßlich des Bahnbaus, 1996/97 vom LDA [Grabungskampagnen 1984-86, 1990-1997, bes. im röm. Vicus des Kastells Burladingen]; auch zahlreiche uk-zeitliche Bestattunge";3507000;5351000;647;;"'Schlichte', 'Kleineschle'";;2;1;1;1;0;0;1;1;0;0;0;0
302;701;1;"Gruppe von 3 Hügeln, von einem Sumpf umgeben (möglicherweise in der Talniederung der Fehla gelegen); Grabung 1854 von v. Mayenfisch; u. a. Wagenreste";3512000;5349000;647;"Gauselfingen";"'Bei der Gauselfinger Mühle'";3;3;0;0;1;0;0;0;0;0;0;0;0
303;2750;4;"Wohl verebneter Grabhügel, nw von Ort; 1838 Herausackerung eines Bronzeschwertes";3506000;5356000;647;"Ringingen";"'Heufeld' ('Häufeld')";;3;0;1;0;0;0;0;0;0;0;0;0
304;515;1;"Gruppe von 9 Hügeln (1 Hügel etwas abgesetzt), 4000 m w von Ort; Grabungen in einigen Hügeln 1884/85 von v. Föhr, Grabungen wohl auch von Gfröreis";3505000;5358000;647;"Salmendingen";"Wald 'Heufeld', 'Auf der Steig'";9;3;1;1;1;0;0;0;0;0;0;0;0
305;2625;1;"Gruppe von 14-18 Hügeln, nw von Ort; Grabungen 1842 und weitere im 19. Jh.; HaC-D3- und auch latènezeitliche Funde";3476000;5285000;1949;;"'Tiefental'";16;3;0;1;1;0;0;0;1;0;0;0;0
306;814;2;"Einzelner großer Erdhügel, 450 nnw von Ort; angetrichtert, wohl keine Befunde; 1973 wegen Baumaßnahmen ausgegraben; HaD-LtA";3649000;5521000;804;"Gunzendorf";;1;3;1;0;1;0;0;0;1;0;0;0;0
307;1653;1;"Gruppe von mindestens 7 Hügeln (stark zerpflügt), 2550 m nö-onö der Kirche von Ort [laut Karte 1:50000 nahebei weitere Hügel im Wald]; in einem Hügel fand sich hallstattzeitliche Keramik, die nicht geborgen werden konnte; Luftbild: 7.04.86 und 16.06.92, 7";3631000;5390000;1157;"Lauterbach";;7;3;1;0;0;0;0;0;0;0;0;0;0
308;1652;1;"Gruppe von 32 Hügeln, 1500 m s der Kirche von Lauterbach im Bereich der Ortsverbindungsstraße (4 der Hügel befinden sich auf Gmkg. Wortelstetten, die übrigen auf Gmgk. Lauterbach); 1984 wurden vom LfD (K.H. Henning) 5 Hügel gegraben (nur Hügel, nicht Umfe";3629000;5387000;1157;"Wortelstetten, Lauterbach";"'Im Oberholz'";32;1;1;1;0;0;0;0;0;0;0;0;0
309;1535;1;"Gruppe von 2 Hügeln, 300 m s der Kirche in Ort; Ausgrabung 1919 von Maurer (1 Hügel); HaD-Funde; Dm. 8 + 12 m, H. 0,3 + 0,6 m";3567000;5495000;1080;"Gaurettersheim";"'Baader Hölzlein'";2;3;1;0;1;0;0;0;0;0;0;0;0
310;1534;2;"Wohl verebneter Grabhügel, nicht mehr genau lokalisierbar; Funde ca. 1905 (2 Armringe)";3561000;5492000;1080;"Oesfeld";"'Küthry'";;3;0;0;0;0;0;0;0;0;0;0;0
311;1673;1;"Gruppe von 8 Hügeln, 1200 m ssw der Kirche von Ort; Grabungen 1894 (2 Hügel); 1 Hügel enthielt u.a. einen hallstattzeitlichen Bernsteinring. 1920 wurde erneut ein Hügel geöffnet, jedoch ist nicht klar, ob er zu dieser oder der nördlicher gelegenen Gruppe ";3584000;5317000;1168;;"'Schloßberg'";8;3;1;0;0;0;0;0;0;0;0;0;0
312;1674;2;"Grabhügel, 3280 m ssw der Kirche von Ort; Grabung 1882 von Graf von Bassenheim, enthielt hallstattzeitliche Eisenringe; Literatur: OA LfD. - Bodendenkmäler in Bayern (1977) 624. - Allgäuer Geschichtsfreund ?, 1896, 91f.";3584000;5315000;1168;;"'Ulmer Ghau'";;3;1;0;0;0;0;0;0;0;0;0;0
313;551;1;"Wohl Grabfund, am w Rand des Orts, 100-150 m w der Erziehungsanstalt; entdeckt 1931 bei Entwässerungsarbeiten; 1948 ca. 120 m entfernt Ausbaggerung wohl einer Grabstele";3483000;5395000;706;"Stammheim";"'Mühläcker'";;3;0;0;1;0;0;0;0;0;0;0;0
314;2716;1;"Gruppe von 4 Hügeln, 700 m nw von Ort; Grabung 1838 von Hammer (1 Hügel), 1863 von Pfarrer Betz (1 Hügel)";3572000;5449000;1997;"Triensbach";"'Oberes oder Kleines Weilerholz' ('Reisich')";4;3;1;0;1;0;0;0;0;0;0;0;0
315;2715;1;"Gruppe von über 30 Hügeln (in 2 Untergruppen), 1500 m nnw von Ort; Grabungen 1827 und 1837/38 von Hammer (mehr als 10 Hügel), Lesefunde 1939, 1934 von L. Wunder (3 Hügel) (mit nicht-hallstattzeitlichen Funden); auch uk- und latènezeitliche Funde";3572000;5450000;1997;"Triensbach";"'Unteres oder Großes Weilerholz'";30;3;1;0;1;0;0;1;1;0;0;0;0
316;2717;1;"Gruppe von 19 Hügeln, 500 m sw von Erkenbrechtshausen, 800 m onö von Ort; Grabungen 1838 von Hammer, um 1860 von Dr. Calwer; wohl hallstattzeitlich";3573000;5449000;1997;"Triensbach";"Wald 'Alt-Erlich'";19;3;1;0;0;0;0;0;0;0;0;0;0
317;2577;1;"Gruppe von 4 Hügeln, ca. 800 m ssö von Ort; Angrabung 1922 von Schülern; Körperbestattung unter Steindecke";3575000;5481000;1513;;"Wald 'Stutz'";4;3;1;0;1;0;0;0;0;0;0;0;0
318;2905;1;"Wohl Gräberfeld, am w Ortsrand; um 1985 Körperbestattung angeschnitten (angeblich in ca. 0,7 m Tiefe auf einem Steinpflaster), angeblich bereits früher Keramikfunde";3577000;5480000;1513;"Archshofen";;;3;1;0;1;0;0;0;0;0;0;0;0
319;2576;1;"Gruppe von mindestens 4 locker gestreuten Hügeln, 1200 m ssw von Ort, n von Sechselbach; Grabung 1950 von G. Müller und Grundstücksbesitzer [offensichtlich dürftige Dokumentation] und 1970 vom LDA (je 1 Hügel)";3577000;5488000;1513;"Waldmannshofen";"'Rod' ('Rot')";4;2;1;0;1;0;0;0;0;0;0;0;0
320;843;2;"Grabhügel, 2300 m nö der Kirche von Creußen + 1500 m w der Mühle von Tiefenthal; Untersuchung 1907; HaC-D";3690000;5528000;811;"Creußener-Hagenreuther Forst";"Waldabt. 'Tiefenthalerrangen'";1;2;1;1;1;0;0;0;0;0;0;0;0
321;634;1;"Gruppe von mindestens 20 Hügeln, 1700 m nö von Ort (teilweise auf Gmgk. Dormettingen); Grabungen im 19. Jh. von Paulus, 1896 von Dorn (je 1 Hügel) und seit 1976 vom LDA; auch zahlreiche uk-zeitliche Gräber, die wohl von kleineren Hügeln überdeckt waren (D";3482000;5346000;648;"Dautmergen, Dormettingen";"'Heuberg', Wald 'Hart', 'Heerstraße'";20;2;1;1;1;0;0;1;0;0;0;0;0
322;653;2;"Offenbar einzelner Grabhügel, 1500 km ssw von Ort; Spuren einer Altgrabung; Abtragung 1938 unter Aufsicht des LDA; wohl auch römisches Brandgrab";3486000;5389000;687;;"'Hart' ('Hardt'; 'Hohwiel')";1;2;1;0;1;0;0;0;0;1;0;0;0
323;1583;1;"Gruppe verebneter Hügel (Luftbild zeigt mindestens 10 Hügel), 600 m ssw der Kirche von Klosterzimmern; einige Hügel wurden nach der Flurbereinigung 1958 von Landwirt Wiedemann planiert. An Funden gelangten menschliche Knochen und Leichenbrand sowie ein pa";3614000;5416000;1119;"Deiningen, Löpsingen";"'Einmahdwiesen', 'Die dürren Wiesen'";10;3;1;0;0;0;0;0;0;0;0;0;0
324;2078;1;"Gruppe von 25 Hügeln, 1100-1250 m sw von Ort und 1250-1400 m nw von Deining (Bahnhof) (in Literatur auch unter 'Deining' geführt); Grabungen 1903 vom Historischen Verein Neumarkt (2 Hügel) und 1904 von der NHG Nürnberg (3 Hügel); Lit.: Beitr. Anthr. u. Ur";3682000;5456000;2175;"Leutenbach";"Wald 'Loh'";25;3;1;1;0;0;0;0;0;0;0;0;0
325;1687;1;"Gruppe von ehemals 43 Hügeln, 1300 m onö der Kirche von Ort; B. Eberl konnte 1942 noch 39 Hügel lokalisieren. Pätzold nennt noch mindestens 18. Davon sind 4 Hügel alt ausgegraben. 1972-1975 wurden von E. Bosch 9 Hügel, 1976 ein Hügel ausgegraben. Die Fund";3600000;5347000;1181;;"'Am unteren Graben', 'Heidenbühl', 'Holzteile'";43;1;1;1;1;0;0;0;0;0;0;0;0
326;676;1;"Gruppe von mindestens 6 Hügeln, 3500 m ssw von Ort; Grabung 1970 vom LDA im Zuge des Autobahnbaus; Beschränkung auf Hügel, Zwischenraum wurde nicht untersucht; auch frühlatènezeitliche Funde";3470000;5328000;735;;"'In der Lache', 'Auf Mittelhardt'";6;1;1;1;1;0;0;0;1;0;0;0;0
327;2815;4;"Grabhügelgruppe, nw von Ort, ssw vom Hof Lechrainer; vermutlich HaD-zeitlicher Fund um 1830 von Landrichter Boxler wohl von hier";3641000;5310000;2055;"Epfach";;;3;1;0;1;0;0;0;0;0;0;0;0
328;1445;3;"Brandgrab (wohl der Hallstattzeit), 300 m wsw der Kirche von Ort; Auffindung G. Lotter 1992 bei Baumaßnahmen";3583000;5519000;997;;"
";;3;1;0;0;0;0;0;0;0;0;0;0
329;1448;1;"Gruppe von ehemals 9 Hügeln (heute noch 4), 3000 m nö der Kirche von Ort; Notgrabung 1962 vom LfD; Funde der jüngeren Hallstattzeit";3586000;5520000;997;;"'Obere Hardt' ('Obere Holzäcker')";9;3;1;0;1;0;0;0;0;0;0;0;0
330;2534;2;"Wohl verschleifter Grabhügel, 100 m vom 'Heerweg' entfernt; Lesefund/Grabung 1906";3580000;5521000;997;"Euerfeld";"'Marder'";;3;0;0;0;0;0;0;0;0;0;0;0
331;1783;2;"Grabhügel, nicht mehr lokalisierbar; Grabungen 1870 von Buscher";3615000;5498000;1237;"Stübach";;1;3;0;0;1;0;0;0;0;0;0;0;0
332;636;1;"Gruppe von etwa 30 Hügeln, 1500 m nw von Ort; Grabungen wohl von v. Föhr 1887, 1911 vom Neu-Ulmer Altertumsverein (2 Hügel), 1929 4 Hügel vor der Einebnung durch Flurbereinigung vom LDA untersucht";3579000;5343000;653;;"'Wolfach' ('Schelmen')";30;3;1;0;1;0;0;0;0;0;0;0;0
333;1756;1;"Locker gestreute Hügel am Steilhangrand zum Biberttal, 500-1000 m nw von Münchzell; Grabungen Anfang des 19. Jhs. mit relativ guter Dokumentation; Grabhügel mit Steinkränzen und -packungen";3627000;5475000;1214;"Kehlmünz";"Wald 'Aichach' (nahe den 'Siebengerichtssteinen'/'Siebenrichtersteinen')";10;2;1;1;1;0;0;0;0;0;0;0;0
334;2260;1;"Nicht mehr zu lokalisierende Grabhügel; Grabungen 1892 von J. Naue (oder Mittelsmännern) in angeblich 5 Hügeln und Raubgrabungen 1967 oder früher";3689000;5437000;1211;;;;3;0;0;0;0;0;0;0;0;0;0;0
335;2978;1;"Gruppe verebneter Hügel, ca. 1100 m w der Pfarrkirche von Ort; Grabung 1996 (mit dürftigen Ergebnissen) [Zusammenhang mit Gräberfeld von Röhrig?]";3688000;5436000;1211;;"Neubaugebiet 'Teicheltal'";;3;1;0;0;0;0;0;0;0;0;0;0
336;1752;1;"Gruppe von ca. 57 Hügeln, vor dem w Ortsrand; Grabungen 1963 und 1965 und wieder 1980-1983 im Zuge des Main-Donau-Kanals; soweit es Grabungsgrenzen zuließen, erfolgte Freilegung allerdings flächig, also auch zwischen den Grabhügeln; schriftliche Dokumenta";3688000;5436000;1211;;"'Tennisplatz'";57;1;1;1;1;1;0;0;0;0;0;0;0
337;2957;1;"Wohl verschleifte Grabhügel, ca. 600 m w des w Hangfußes des Wolfsberges [evtl. Zusammenhang mit Gräberfeld in Dietfurt-Griesstetten?]; Lesefunde 1983, 1985, 1991; 2 Brandgräber 1999 entdeckt";3690000;5435000;1211;"Dietfurt, Mühlbach";"'Im Sand' ('Sandäcker')";;3;1;0;0;0;0;0;0;0;0;0;0
338;2268;1;"Grabhügel; Grabung 1988 [noch unpubliziert, im BVbl. Beih. nicht erwähnt]";3690000;5434000;1211;"Einsiedel";;1;4;0;0;0;0;0;0;0;0;0;0;0
339;2948;1;"Kleine Gruppe von wenig mehr als 2 Hügeln, an der Trasse des Main-Donau-Kanals; Grabung 1989 des LfD (1 Hügel); auch frühlatènezeitliche Funde";3689000;5435000;1211;"Griesstetten";"'Einsiedelwiesen'";;2;1;0;1;0;0;0;1;0;0;0;0
340;2286;1;"Gruppe von mindestens 19 Hügeln, 1750 m ssö von Staadorf und 600 m w/wnw von Ort; weitere 7 Hügel ca. 100 m n/150 m wnw; Grabungen von J. Naue (oder Mittelsmännern) angeblich 1890-1894; bronze-, hallstatt- und latènezeitliche Funde; Grabhügel mit Steinker";3688000;5440000;1211;"Muttenhofen";"'Staadorfer Weg'";26;3;1;0;1;0;1;0;1;0;0;0;0
341;2025;1;"Verschleiftes Grabhügelfeld mit ehemals mindestens 12 Gräbern, ca. 1500 m n von Kottingwörth und 1500 m wsw von Ort; Notbergungen von Th. Thenn 1904 und 1915 (nach Torbrügge und Stroh 'Steindeckengräber')";3684000;5436000;1211;"Ottmaring";"'Sandäcker', 'Ottmaringer Moos'";12;3;1;0;0;0;0;0;0;0;0;0;0
342;2287;1;"Gruppe von 23 Hügeln, 1200 m sö von Staadorf und 150 m nw von Pkt. 472; Grabungen von J. Naue (oder Mittelsmännern) in angeblich 1 Hügel";3688000;5440000;1211;"Wimpasing";"Wald 'Seitzholz'";23;3;1;1;1;0;0;0;0;0;0;0;0
343;2289;1;"Gruppe von 16 Hügeln, 1250 m ö von Ort und 700 m ssö von Martlhof; wohl Lesefund eines Schwertes 1886";3691000;5431000;1211;"Zell";"'Kühberg'";16;3;1;1;0;0;0;0;0;0;0;0;0
344;1660;1;"Gruppe von ehemals 6 Hügeln, 1300 m wsw der Kirche von Ort; 1929 konnte P. Zenetti in einem zerstörten Hügel hallstattzeitliche Keramik und eine römische Nachbestattung bergen; Literatur: OA LfD. - Bodendenkmäler in Bayern (1977) 552";3613000;5381000;1158;"Fristingen";"'Mühlängerle'";6;3;1;0;0;0;0;0;0;1;0;0;0
345;1657;1;"Gruppe von mindestens 11 verebneten Hügeln, 1200 m nnö der Kirche von Ort; Ausgrabung L. Schäble 1897 in 7 Hügeln. Es wurden hallstattzeitliche Bestattungen angetroffen und in einem Hügel eine römische Nachbestattung; Literatur: OA LfD. - Jahrb. Hist. Ver";3618000;5384000;1158;"Kicklingen";"'Mittlere Brücklesmähder'";11;2;1;1;1;0;0;0;0;1;0;0;0
346;1655;1;"Gruppe von ehemals 84 Hügeln, 2100 m nnw der Kirche von Ort, 800 m nnö der Kicklingermühle; Grabungen von L. Schäuble 1896-98 und 1901 in 16 Hügeln und H. J. Seitz in einem Hügel sowie vom LfD 1964 in 4 Hügeln erbrachten hallstattzeitliche Funde. Vor 1896";3617000;5384000;1158;"Kicklingen";"'Mittleres Ried'";84;1;1;1;1;0;1;0;0;1;0;0;0
347;1658;1;"Gruppe von ehemals etwa 70 Hügeln, 400 m osö der Kirche von Ort; Grabungen von L. Schäble 1895-1897 und 1901 in 20 Hügeln erbrachten hallstattzeitliche Funde und eine römische Nachbestattung; Luftbild: 1978, 1986, 7528/42-1.2.3, 32A-1; Literatur: OA LfD. ";3618000;5382000;1158;"Kicklingen";"'Riesenweide' ('Bertenau', 'Weidegräberfeld')";70;2;1;1;1;0;0;0;0;1;0;0;0
348;1659;1;"Gruppe von mindestens 2 verebneten Hügeln, ca. 2400 m w-wnw der Kirche von Ort, etwa 500 m wnw vom Schwaighof (heute nicht mehr genau zu lokalisieren); 1897 grub L. Schäble 2 Hügel davon aus; Literatur: OA LfD; Jahrb. Hist. Ver. Dillingen 10, 1897, 157f.";3616000;5383000;1158;"Kicklingen";"'Schwaigmahdwiese'";2;3;1;0;0;0;0;0;0;0;0;0;0
349;1656;1;"Gruppe von 40 Hügeln, 1800 m n der Kirche von Ort;  Ausgrabungen L. Schäuble 1896 und 1899 in 5 Hügeln, H. J. Seitz 1962 in 1 Hügel, LfD 1963 in 3 Hügeln; Luftbild: 27.12.84, 7528/4; Literatur: OA LfD. - Jahrb. Hist. Ver. Dillingen 9, 1896, 239f.; ebd. 12";3618000;5384000;1158;"Kicklingen";"'Unteres Ried', 'Lachenmähder' ('Topfen')";40;1;1;1;1;0;0;0;0;0;0;0;0
350;1654;3;"Körperbestattung, 2500 m wsw der Kirche von Höchstädt; im Jahr 1900 wurden beim Schuppen des Haltepunkts Steinheim je ein Körpergrab der Hallstattzeit und der Latènezeit geborgen; Literatur: OA LfD. - Jahrb. Hist. Ver. Dillingen 13, 1900, 186 ff. - Jahrb.";3613000;5386000;1158;"Steinheim";"'Krautgartenfeld', 'Hint. d. Gärten'";;2;1;0;1;0;0;0;1;0;0;0;0
351;1675;1;"Gruppe von ehemals 3 eingeebneten Hügeln, ca. 750 m ssw-sw von Osterlauchdorf; von den ehemals 3 Grabhügeln war einer seit etwa 1908 völlig verflacht. Einer wurde 1933 abgegraben - eine 1934 geplante Nachgrabung durch L. Ohlenroth mußte wegen Schnee versc";3615000;5317000;1169;"Altensteig";"'Lüsswiesen'";3;3;1;0;0;0;0;0;0;0;0;0;0
352;2559;1;"Gruppe von über 30 Hügeln, 1800 m onö von Ort; Grabungen im 19. Jh. von Paulus, ein Hügel 1965 beim Bau einer Wasserleitung zerstört";3602000;5397000;1528;;"Wald 'Obere Gemeind'";30;3;1;0;0;0;0;0;0;0;0;0;0
353;1341;1;"Gruppe von ehemals 3 Hügeln (vollkommen zerstört), 700 m sö der Kirche von Ort; Ausgrabung 1962; HaC-Funde";3587000;5552000;1056;"Hambach";"Gemeindewald, Abt. 'Holzspitze'";3;3;1;1;0;0;0;0;0;0;0;0;0
354;2475;1;"Gruppe von ehemals 9 Hügeln (4 erhalten), 600 m sö der Kirche von Ort; Grabungen 1901/02 von Reinhart (7 Hügel); Dm. 8-14 m, H. 0,5-1 m; HaD-Funde";3587000;5556000;1056;"Pfändhausen";"'Lehmgrube'";9;3;1;0;1;0;0;0;0;0;0;0;0
355;1850;1;"Gruppe von ca. 17 Hügeln, ca. 1750 m nö der Kirche von Ort; Grabungen von H. Eidam in 5 Hügeln 1881, 1883, 1884 [davon 2 angeblich fundleer]; u. a. Wagenreste; auch römische Bestattungen";3632000;5438000;1274;;"'Altmühlwiesen'";17;2;1;1;1;0;0;0;0;1;0;0;0
356;534;1;"Gruppe von wohl 2 Hügeln, 2200 m wsw von Ort; Grabungen des LDA 1963/64 und 1966";3501000;5411000;676;"Hirschlanden";"'Holzheim' ('Hundsrücken')";2;1;1;0;1;0;0;0;0;0;0;0;0
357;706;1;"Wohl Gräberfeld, entdeckt 1951 und vom LDA ausgegraben, weitere Grabung 1999; reiche Beigaben; für nicht mehr nachweisbare Grabhügel wurde nach I. Stork Humus vermutlich großflächig abgetragen und aufgeschüttet; später floß Schüttung wieder auseinander un";3502000;5412000;676;"Schöckingen";"'Backgässle'";;2;1;0;1;0;0;0;0;0;0;0;0
358;3063;1;"Gruppe von mindestens 13 Hügeln, 2300 m sw von Ortsmitte; Grabung 1913 (1 Hügel), Brand- und Körperbestattungen [Dokumentation nicht zu verwerten]; 2 Hügel vor 1970 unbeobachtet zerstört; Lit.: Bad. Heimat 2, 1915, 71ff.";3465000;5314000;1533;"Aasen";"'In den Hexen', 'Schießbühl', 'Augrund', 'Im Dattere'";13;3;1;0;0;0;0;0;0;0;0;0;0
359;3062;3;"Körpergrab mit Steinsetzung [wohl verschleifter Hügel], gegenüber der Bahnstation, ö der Landstraße; entdeckt etwa 1919; dabei eisernes Schwert";3461000;5317000;1533;"Grüningen";"'Bruckäcker'";;3;1;1;0;0;0;0;0;0;0;0;0
360;2555;1;"Gruppe von 3-4 Hügeln, ca. 1000 m w der Kirche von Ort; entdeckt 1982, Grabung 1982-83 (1 Hügel); Brand- und Körperbestattung; HaC, HaD3";3459000;5316000;1533;"Grüningen";"'Setzäcker', 'Schlatt'";3;3;1;1;1;0;0;0;0;0;0;0;0
361;1584;1;"Gruppe von 12 locker gestreuten Hügeln, 750 m wnw vom Ramhof; Ausgrabung LfD (K.H. Henning) 1972 an 3 Hügeln; davon sind 2 bronzezeitlich, 1 ist hallstattzeitlich; Literatur: OA LfD. - Bodendenkmäler in Bayern (1977) 560";3629000;5403000;1120;"Berg";"'Ottenhart', 'Rehbicht', 'Rehbühl'";12;1;1;1;0;0;1;0;0;0;0;0;0
362;1587;1;"Gruppe von 12 Hügeln (10 Grabhügel und 2 natürliche Hügel), 700 m n-nnw der Kirche in der Parkstadt Donauwörth am Rande eines nach W zu relativ steil abfallenden, buckeligen Hanges; Ausgrabung 1959 von W. Titze (2 Hügel) und 1971/72 durch K. H.  Henning (";3632000;5402000;1120;"Parkstadt";"ehem. Waldabt. 'Heuberg', 'Riegelholz', 'Ilenberg'";10;1;1;1;1;0;0;0;1;1;0;0;0
363;1589;1;"Gruppe von 6 Hügeln, 900 m s-ssw der Kirche in der Parkstadt von Donauwörth; am s Rand der Parkstadt wurde um 1969 eine Grabhügelgruppe mit 6 Grabhügeln einplaniert. An dieser Stelle (s der Sebastian-Frank-Str., n der Einmündung der Benno-Benedicter Straß";3632000;5400000;1120;"Parkstadt";"'Schellenberg', 'Schanzschlag' (ehem. Waldabt. 'Oldenau')";6;1;1;1;0;0;0;0;0;0;0;0;0
364;1586;1;"Gruppe von 3 Hügeln, 300 m n-nnö der Kirche in der Parkstadt Donauwörth; 1959 wurden 2 Hügel durch W. Titze untersucht, nachdem sie bei Straßenbauarbeiten beschädigt worden waren. Ein dritter scheint zerstört worden zu sein (?); HaC-Funde; Literatur: OA L";3632000;5401000;1120;"Parkstadt";"Waldabt. 'Mönchshau'";3;1;1;1;0;0;0;0;0;0;0;0;0
365;1588;1;"Gruppe von 24 Hügeln, 2600 m nnö der Kirche von Ort; Grabung 1901 von Lehrer Ritzler [evtl. Rietzler?] ausgegraben. Die Ausgräber stießen auf eine ovale Steinsetzung sowie Keramik- und Eisenfunde der Hallstattzeit. Insgesamt weisen 4 Hügel Grabungsspuren ";3635000;5402000;1120;"Zirgesheim";"'Spitalwald', 'Unteres Kreutle'";24;3;1;0;0;0;0;0;0;0;0;0;0
366;1585;1;"Gruppe von 33 Hügeln, 1700 m s-ssw der Klosterkirche von Kaisheim; Grabung 1901 von M. Rietzler (1 Hügel): Brandbestattung mit Hallstattkeramik; Literatur: OA LfD. - Bodendenkmäler in Bayern (1977) 561. - Beitr. Anthr. u. Urgesch. Bayerns 15, 1903, 109";3633000;5403000;1120;"Zirgesheim, Donauwörth";"'Schäufeleswies', 'Grünberg'";33;3;1;0;0;0;0;0;0;0;0;0;0
367;3011;1;"Grabhügelfeld, 2000 m w der Kirche; durch Lufbildprospektion entdeckt, Lesefunde um 1995";3558000;5395000;2153;;"'Frauenäcker', 'Neun Jauchert'";;3;1;0;0;0;0;0;0;0;0;0;0
368;2553;2;"Einzelner Grabhügel, ca. 900 m n von Ort; 1939 abgetragen, u. a. Gürtelblech";3483000;5346000;1534;;"'Katzenwiesen'";1;3;1;0;1;0;0;0;0;0;0;0;0
